Python_Function,Description,Unit Test Cases
"def remove_element(lst, value): return [x for x in lst if x != value]","Removes all occurrences of a value from a list.

This function takes a list lst and a value value, and returns a new list with all occurrences of the value removed.","def test_remove_element(): assert remove_element([1, 2, 3, 1], 1) == [2, 3] assert remove_element([4, 5, 6], 7) == [4, 5, 6] assert remove_element([], 1) == []"
def all_unique(lst): return len(lst) == len(set(lst)),"Checks if all elements in a list are unique.

This function returns True if all elements in the list lst are unique, and False if there are any duplicates.","def test_all_unique(): assert all_unique([1, 2, 3]) assert not all_unique([1, 1, 2]) assert all_unique([])"
"def count_down(n): return list(range(n, 0, -1))","Counts down from n to 1.

This function returns a list of numbers starting from n down to 1. If n is less than or equal to 0, it returns an empty list.","def test_count_down(): assert count_down(5) == [5, 4, 3, 2, 1] assert count_down(1) == [1] assert count_down(0) == []"
def fahrenheit_to_celsius(f): return (f - 32) * 5 / 9,"Converts a temperature from Fahrenheit to Celsius.

This function takes a temperature in Fahrenheit f and converts it to Celsius using the standard formula (f - 32) * 5 / 9.",def test_fahrenheit_to_celsius(): assert fahrenheit_to_celsius(32) == 0 assert fahrenheit_to_celsius(212) == 100 assert fahrenheit_to_celsius(0) == -17.77777777777778
def sum_of_squares(lst): return sum(x ** 2 for x in lst),"Computes the sum of squares of a list of numbers.

This function takes a list of numbers lst and returns the sum of their squares.","def test_sum_of_squares(): assert sum_of_squares([1, 2, 3]) == 14 assert sum_of_squares([0, 4]) == 16 assert sum_of_squares([]) == 0"
def filter_even_numbers(lst): return [x for x in lst if x % 2 == 0],"Filters out even numbers from a list.

This function returns a new list containing only the even numbers from the input list lst.","def test_filter_even_numbers(): assert filter_even_numbers([1, 2, 3, 4]) == [2, 4] assert filter_even_numbers([1, 3, 5]) == [] assert filter_even_numbers([]) == []"
"def sum_of_cubes(n): return sum(x ** 3 for x in range(1, n + 1))","Computes the sum of cubes from 1 to n.

This function returns the sum of the cubes of all integers from 1 to n.",def test_sum_of_cubes(): assert sum_of_cubes(3) == 36 assert sum_of_cubes(1) == 1 assert sum_of_cubes(0) == 0
"def min_max(lst): return (min(lst), max(lst)) if lst else (None, None)","Finds the minimum and maximum values in a list.

This function returns a tuple containing the minimum and maximum values of the list lst. If the list is empty, it returns (None, None).","def test_min_max(): assert min_max([1, 2, 3]) == (1, 3) assert min_max([10]) == (10, 10) assert min_max([]) == (None, None)"
def find_max_index(lst): return lst.index(max(lst)) if lst else None,"Finds the index of the maximum value in a list.

This function returns the index of the maximum value in the list lst. If the list is empty, it returns None.","def test_find_max_index(): assert find_max_index([1, 2, 3]) == 2 assert find_max_index([10, 5]) == 0 assert find_max_index([]) is None"
def sum_digits_in_list(lst): return sum(sum(int(digit) for digit in str(x)) for x in lst),"Sums the digits of numbers in a list.

This function computes the sum of all digits in each number of the list lst.","def test_sum_digits_in_list(): assert sum_digits_in_list([12, 34]) == 10 assert sum_digits_in_list([9, 81]) == 18 assert sum_digits_in_list([0]) == 0"
def convert_to_binary(n): return bin(n)[2:],"Converts an integer to binary.

This function converts the integer n to a binary string representation (without the '0b' prefix).",def test_convert_to_binary(): assert convert_to_binary(10) == "1010" assert convert_to_binary(0) == "0" assert convert_to_binary(255) == "11111111"
def harmonic_mean(lst): n = len(lst) return n / sum(1 / x for x in lst) if n > 0 and all(x != 0 for x in lst) else None,"Calculates the harmonic mean of a list of numbers.

This function computes the harmonic mean of a list lst, which is defined as the reciprocal of the average of the reciprocals of the list elements. It returns None if any element is zero or the list is empty.","def test_harmonic_mean(): assert harmonic_mean([1, 2, 4]) == 12 / 7 assert harmonic_mean([5]) == 5 assert harmonic_mean([]) is None"
"def nth_fibonacci(n): a, b = 0, 1 for _ in range(n): a, b = b, a + b return a","Finds the nth Fibonacci number.

This function computes and returns the n-th Fibonacci number using an iterative approach.",def test_nth_fibonacci(): assert nth_fibonacci(0) == 0 assert nth_fibonacci(1) == 1 assert nth_fibonacci(5) == 5 assert nth_fibonacci(10) == 55
def flatten_list(lst): return [item for sublist in lst for item in sublist],"Flattens a nested list.

This function takes a nested list lst (a list of lists) and returns a flattened list where all elements are at the same level.","def test_flatten_list(): assert flatten_list([[1, 2], [3, 4]]) == [1, 2, 3, 4] assert flatten_list([[], [1]]) == [1] assert flatten_list([[]]) == []"
"def gcd(a, b): while b: a, b = b, a % b return a","Finds the greatest common divisor (GCD) of two numbers.

This function computes the GCD of two integers a and b using the Euclidean algorithm, which repeatedly applies the modulo operation until the remainder is zero.","def test_gcd(): assert gcd(12, 8) == 4 assert gcd(5, 3) == 1 assert gcd(100, 25) == 25"
"def fibonacci_sequence(n): seq = [0, 1] for i in range(2, n): seq.append(seq[-1] + seq[-2]) return seq[:n]","Generates the Fibonacci sequence up to n terms.

This function returns the first n numbers in the Fibonacci sequence, which starts with 0 and 1, where each subsequent number is the sum of the previous two.","def test_fibonacci_sequence(): assert fibonacci_sequence(5) == [0, 1, 1, 2, 3] assert fibonacci_sequence(1) == [0] assert fibonacci_sequence(0) == []"
"def count_occurrences(lst, value): return lst.count(value)","Counts the occurrences of a value in a list.

This function returns the number of times value appears in the list lst.","def test_count_occurrences(): assert count_occurrences([1, 2, 2, 3], 2) == 2 assert count_occurrences([4, 5, 6], 7) == 0 assert count_occurrences([], 1) == 0"
def all_positive(lst): return all(x > 0 for x in lst),"Checks if all elements in a list are positive.

This function returns True if all numbers in the list lst are greater than 0, and False otherwise.","def test_all_positive(): assert all_positive([1, 2, 3]) assert not all_positive([1, -2, 3]) assert all_positive([])"
def is_power_of_two(n): return n > 0 and (n & (n - 1)) == 0,"Checks if a number is a power of two.

This function returns True if the number n is a power of two, and False otherwise. A number is a power of two if it can be expressed as 2^k.",def test_is_power_of_two(): assert is_power_of_two(4) assert not is_power_of_two(5) assert is_power_of_two(1)
"def remove_whitespace(s): return s.replace("" "", """")","Removes all whitespace from a string.

This function takes a string s and returns a new string with all space characters removed.",def test_remove_whitespace(): assert remove_whitespace("hello world") == "helloworld" assert remove_whitespace(" ") == "" assert remove_whitespace("") == ""
"def is_anagram(str1, str2): return sorted(str1) == sorted(str2)","Checks if two strings are anagrams.

This function returns True if str1 and str2 contain the same characters in any order, making them anagrams of each other.","def test_is_anagram(): assert is_anagram(""listen"", ""silent"") assert not is_anagram(""hello"", ""world"") assert is_anagram(""a"", ""a"")"
def unique_elements(lst): return list(set(lst)),"Returns the unique elements of a list.

This function removes duplicates from the list lst and returns a list containing only the unique elements.","def test_unique_elements(): assert unique_elements([1, 2, 2, 3]) == [1, 2, 3] assert unique_elements([1, 1, 1]) == [1] assert unique_elements([]) == []"
"def rotate_list(lst, k): return lst[-k:] + lst[:-k]","Rotates a list by k positions.

This function rotates the elements of the list lst by k positions, moving the last k elements to the front.","def test_rotate_list(): assert rotate_list([1, 2, 3, 4], 2) == [3, 4, 1, 2] assert rotate_list([1, 2], 1) == [2, 1] assert rotate_list([], 1) == []"
def is_sorted(lst): return lst == sorted(lst),"Checks if a list is sorted.

This function returns True if the list lst is sorted in ascending order, and False otherwise.","def test_is_sorted(): assert is_sorted([1, 2, 3]) assert not is_sorted([3, 2, 1]) assert is_sorted([])"
def sum_multiples_of_three_and_five(n): return sum(x for x in range(n) if x % 3 == 0 or x % 5 == 0),"Sums all multiples of 3 or 5 below n.

This function calculates the sum of all numbers below n that are divisible by either 3 or 5.",def test_sum_multiples_of_three_and_five(): assert sum_multiples_of_three_and_five(10) == 23 assert sum_multiples_of_three_and_five(0) == 0 assert sum_multiples_of_three_and_five(15) == 45
def largest_in_list(lst): return max(lst) if lst else None,"Returns the largest number in a list.

This function returns the largest element in the list lst. If the list is empty, it returns None.","def test_largest_in_list(): assert largest_in_list([1, 2, 3]) == 3 assert largest_in_list([10, 5]) == 10 assert largest_in_list([]) is None"
"def longest_in_list(lst): return max(lst, key=len) if lst else None","Finds the longest string in a list.

This function returns the longest string in the list lst. If the list is empty, it returns None.","def test_longest_in_list(): assert longest_in_list([""a"", ""abc"", ""ab""]) == ""abc"" assert longest_in_list([""hello""]) == ""hello"" assert longest_in_list([]) is None"
